Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Densite,Ratio_Prix_Poids,Poids_Volume_Log,src_Centre_Tri,src_Collecte_Citoyenne,src_Usine_A,src_Usine_B,src_nan
2.6209476234622247,2.454385137145216,-0.5499211374365451,-0.18473756671318223,1.3304143068319114,2.905748707259739,-0.09394733726305238,-0.10081257921336315,1.6910249661589072,False,False,True,False,False
-0.25998426735348706,-0.23648668390041708,1.8978290327730605,-0.03086350340708176,0.6828727050196809,1.4155254245288842,-0.13779783850966748,1.579947291109821,0.2084728592694717,False,True,False,False,False
-0.25998426735348706,-0.23648668390041708,1.8978290327730605,-0.03086350340708176,0.6828727050196809,1.4155254245288842,-0.13779783850966748,1.579947291109821,0.2084728592694717,False,True,False,False,False
0.3539302874811331,0.18395418807882852,1.7387694340321345,-0.03086350340708176,0.35910190411356563,2.905748707259739,-0.05816868043310353,1.3809957681047806,0.6961365237967838,False,False,True,False,False
-0.7457632106875102,-0.6997139022058939,-0.5499211374365451,-0.1586081531537052,-0.2884396976986649,-0.6354968437625556,-0.19513535858251105,-0.15731239105203967,-0.6564804764645306,False,False,False,True,False
-0.8739179747072763,-0.9012753056865351,-0.5499211374365451,-0.03086350340708176,-0.9359812995108955,-0.8534062017399783,-0.0967501496245371,-0.5916273070486433,-1.2918564881559542,False,False,False,True,False
-0.8772665612090722,-0.8845921659291917,-0.5499211374365451,-0.05610427140296489,-1.2597521004170107,-0.8762817242776105,-0.1455032721243903,-0.6936084173742495,-1.2568063517364594,False,False,False,True,False
-0.8295555691030195,-0.8329116338129622,-0.5499211374365451,-0.03086350340708176,-0.9359812995108955,-0.8316247033553942,-0.1462540473542804,-0.5916273005651252,-1.0253522463995073,False,False,True,False,False
-0.36097237970480067,-0.3459446065498508,1.5999689203434764,-0.03086350340708176,0.35910190411356563,1.1180204931239086,-0.1360742579314548,1.5799472842513511,0.07141948168776298,False,True,False,False,False
-0.8692860136109148,-1.0615890342615386,-0.5499211374365451,-0.03086350340708176,-1.2597521004170107,-0.8740545964859612,3.735154906205277,-0.6971587463226183,-2.3529282885416984,True,False,False,False,False
-0.69799639903086,-0.31100278172935075,-0.5499211374365451,-0.12181428980382815,-0.6122104986047802,-0.3849112947592401,-0.36058375222545747,0.3384352078141628,-0.23439856592811759,True,False,False,False,False
-0.36097237970480067,-0.3459446065498508,1.5999689203434764,-0.03086350340708176,0.35910190411356563,1.1180204931239086,-0.1360742579314548,1.5799472842513511,0.07141948168776298,False,True,False,False,False
-0.5207594998949943,-0.4051637117239113,-0.5499211374365451,-0.1490865014592597,-0.2884396976986649,-0.4145476911457111,-0.20753332154734958,-0.1573123742977842,-0.10048254919636408,False,False,True,False,False
-0.15854402944288912,-0.1403523796653519,1.8032092504345762,-0.03086350340708176,1.006643505925796,1.7143622907563794,-0.13265320951846668,1.579947296454423,0.32224153334530103,False,False,True,False,False
-0.34415106420114355,-0.3888178272016901,1.4005903851793169,-0.03086350340708176,0.35910190411356563,1.16757508126838,-0.09723081981939559,1.5799472855277994,0.05323981759001736,False,False,True,False,False
-0.30993725943671524,-0.29877544543461787,1.8410450929162905,-0.03086350340708176,0.35910190411356563,1.2683669012415564,-0.13238981326655985,1.5799472879477228,0.13783036742537833,True,False,False,False,False
1.6166683174090668,2.1708344719135235,-0.5499211374365451,-0.20114619845521106,1.006643505925796,0.025261133464151708,-0.19589578363493657,-0.7053112421100144,1.489349692909555,False,False,True,False,False
0.8722097430307705,0.797840765198971,-0.5499211374365451,-0.2117355773979699,1.006643505925796,-0.3758330077643097,-0.09992026883656413,-0.7653532440801798,1.0509326714859561,False,True,False,False,False
